tweet,user,date_time,replies,retweets,views,country,sentiment
much mind right capable regular conversations right much tried ok,@MajS____,Apr 4,,,40,MM,moderate
sometimes wanna die past much guilt shame disgust makes want disappear hate used treat others repeats head,@kcalsforatz,Apr 2,,,55,KR,moderate
wvs jungkook conversation something truth really much talk honestly say really missed daily life usual mean,@kook_u_u,"Dec 18, 2024",1,853,99K,KR,low
someone know thoughts suicide experiencing mental health substance use crisis lifeline provides connection confidential support hope call text chat,@samhsagov,Apr 3,,11,1.2K,IN,low
year old iit iim graduate big consultant recently took life due work pressure company fill position maximum months coworkers forget sometime move lives reality live,@RichaaaaSingh,"Mar 15, 2024",366,1K,733K,IN,low
state ut wise total number suicides suicides committed due bankruptcy indebtedness country year mos home nityanand rai,@ANI,Apr 2,1,26,17K,IN,low
husbandsuicide mentalhealth mannkibaat yrs nishant working manager airvistara ended life consuming poison car parked inside residential society greater noida west wife son staying seprate frm mother,@NCMIndiaa,"Apr 29, 2023",323,1.6K,323K,IN,moderate
u among worst middle high income countries depression anxiety prevalence faring worse countries country reporting world highest rate fatal drug overdoses per fortune,@unusual_whales,Feb 18,192,701,376K,US,high
content warning topics intentional drug overdose years ago day started seemingly fine happy laughing accounts thriving pm night went home attempted take life woke next morning,@ashslippedawayy,"May 26, 2024",36,6,29K,ID,low
weeks suicide k maafushi jail another man signs substance use disorder attempted suicide custody kulhudhufushi trauma informed care clinical screening withdrawal management nda informed police custody unfit sud,@magumathiX,23h,,14,1.8K,PK,moderate
russian telegram russia depressing shithole every fifth russian takes antidepressants experts explain long term stress economic instability increase burden mental health population tsar putin control surprising,@Beefeater_Fella,Apr 2,2,19,868,RU,low
ever found anything bam flashback bam floor breaking bam tell anyone cause taken seriously bam suicide,@sovberdose,Apr 1,1,3,212,RU,high
suicides drug overdoses highest rate ever country right,@Lederrick_,"Sep 8, 2019",5,77,,ET,low
court documents reveal vcha member attempted suicide february consuming nyquil pills developing eating disorder members raised concerns reportedly dismissed told eating disorders normal,@PopBase,"Dec 8, 2024",851,24K,7.4M,VN,low
suicide attempt man broke never option around pm last night lady drank hypo end life boyfriend tried ending relationship rushed force mouth open pour slurry activated,@StarBede,"Mar 17, 2024",145,281,503K,CD,low
year old differently abled man allegedly attempted end life tirunelveli collectorate alleging inaction repeated petitions seeking three wheeler vehicle rushed tirunelveli medical college hospital autorickshaw assistance,@thinak_,Apr 2,,1,498,TR,low
emotional deregulation hard live one thing goes wrong want take every pill house jump window smash head concrete,@kleptosims,13h,,,81,IT,high
woman turns love song suicide attempt woman oakford kwazulu natal found unconscious reportedly consuming multiple bottles pills apparent suicide attempt tuesday reaction unit south africa rusa responded multiple distress calls,@MDNnewss,Mar 26,602,1.3K,699K,ZA,high
life someone dealing schizophrenia foreigner south korea look bill krw consultation medication haloperidol aripiprazole venlafaxine mental health south korea accesible money,@TERRYNAT0R,"Dec 20, 2017",7,116,,KR,low
overdose outreach teams oot regina saskatoon connect w individuals recently experienced overdose provide short term counselling connect longer term support anyone refer person oot,@SaskHealth,23h,,3,1.1K,CO,low
love feeling weight life pinned find exit help call hell reach us might trained professionals care matter,@CohassetTweet,Apr 3,2,4,4.4K,CO,low
government failure implement humane drug policies causing preventable deaths custody people experiencing substance use disorders legal right medical care existing drug laws yet routinely denied life saving detoxification services,@meedhoosoba,11h,,9,1.5K,UA,high
suicide rape assault depression emergency adhd helpline trauma line mental health line alone,@shatadi_phalane,"Sep 13, 2021",11,959,,IN,low
suicides reported every day india reported suicide rate large states times national average kerala telangana chhattisgarh tamil nadu,@Stats_of_India,"Aug 30, 2022",45,345,,IN,low
anti depressant medications cause suicide suicide rate without antidepressant medications per individuals suicide rate antidepressant medications per individuals big pharma responsible majority mental health issues america,@holisticgrenade,"Feb 28, 2024",102,187,15K,US,low
antidepressants anti anxiety pills since july stopped taking pills thought feeling better severe need therapy medication postponing everything ends dm today reminded mental health,@Hind_Gaza,"Jan 31, 2024",322,5.6K,479K,ID,low
maybe accept one going understand one ever bpd schizophrenia genuinely worst im impulsive get egotistical get depressed suicidal delusions never stop,@ruikasapop,Mar 30,7,8,2.4K,PK,low
chronic suicidality people bpd taken seriously enough professionals assume actually follow get help mine ended icu dismissive attitude many medical professionals needs stop,@madbpd,"Aug 20, 2022",5,92,,BD,high
top extremely suicidal rn food poisoning involuntary throwing feels like shit,@blingringbimbo,1h,1,,7,BD,high
twenty years ago entered first psychiatric hospital town called purmerend far amsterdam driven boss colleague dear friend concerned health psychosis experienced amazing,@Chitailova,"Nov 18, 2023",21,42,25K,RU,high
transparent know much around bit spiraled completely ended call icide hotline supposed admit night idk long actually stay,@nihilisticrythm,2h,2,,119,JP,moderate
contribution banning ssris discourse one time ran mine get refilled days attempted suicide fuck wellness farms playing people brain medication death sentence,@angel_0f_deathx,Feb 19,281,2.3K,397K,EG,low
remember sending messages random account following lost already g ven decided overdose sleeping pill wanted something particularly look suicidal took pills instead prescribed pill,@lamispaco,20h,1,,591,TR,high
swallowed depression long quite sure anymore really know like want like forgotten really bad moments keep happening really afraid peace,@BlaiseBug,Mar 19,28,3,8.7K,FR,low
today wife thinking father chris years ago took life also thinking anyone may lost loved one suicide remains common cause death men aged uk alone talk someone trust,@eliistender10,"Mar 1, 2020",40,94,,GB,low
without meds literally contemplate suicide every single day anxiety debilitating ssris would job able function like normal person post unavailable,@junkpixie,Feb 18,,126,33K,IT,moderate
south africans please retweet share information maybe someone else depression suicide mentalhealth rape,@Sifisov1,"Sep 24, 2024",10,2.8K,91K,ZA,moderate
post earlier week thought would quite relevant amitriptylin horrible drug widely irresponsibly prescribed attributable suicides u take care puts bad headspace,@chinnychick,"Jan 25, 2024",67,53,29K,CO,high
suicidal guys wallahi never prayed much die done everything think single energy live,@mussy03_,Apr 2,435,356,488K,UA,low
sorry taking pills since two weeks ago make sleepy barely anything aside working,@NOCTURNEDEALER,Apr 4,1,,100,IN,high
understand going lately days suffering insomnia really badly stay awake whole night go bed morning sleep come already going week,@Blispeace,18h,2,,181,IN,moderate
medicine takes lot tired extremely exhausted able enjoy anything till exams mostly state panic days regular palpitations tired,@leemlahmaikano,Apr 1,2,4,777,IN,high
fact wide awake night crazy took meds already still sleep kurang kah dosisnya,@rosiepetalics,Apr 4,1,,53,IN,low
please common sense able sleep medical condition called insomnia treated bragged please take care leader justasking,@prakashraaj,"Mar 22, 2022",2.1K,3.5K,,IN,low
loosely translated key points translateforengfa back take pills curing depression probably working much swaying back forth various tasks hold intact feel unhappy work also everything feel like,@mahap13380,Feb 5,18,304,33K,IN,high
dr smith explains manage insomnia opiate withdrawal dr smith explains insomnia common symptom opiate withdrawal shares effective non addictive strategies loved one struggling call ftlauderdale opiates withdrawal,@AAC_Tweet,Apr 4,,,36,US,low
terrifying today sleeping pills actually sedatives kind make sleep problems even worse getting better sleep fooled thinking studies shown pills sedate brain,@VigilantFox,Apr 4,16,163,143K,US,high
poor sleep make tired wreaks havoc virtually every process body getting adequate sleep destroys memory wrecks metabolism increasing risk cancer makes likely die heart disease,@VigilantFox,Apr 4,14,160,147K,US,high
ive always side taking prescribed drugs aid sleep havent slept hours weeks im waking times night,@hazedCS,"Dec 27, 2020",57,7,,US,low
many sleepless nights matter meds take still sleep lac gam come yes yes come ah hello hi uhm p please sit gauge may work hhaha sorry uh issues,@LAC3Y_GAM3S,Apr 4,,1,53,US,moderate
hate stressful dreams filled adrenaline crazy situations finally wake drained tired need sleep five hours makes depressed,@idlostmyhead,Apr 4,,,24,ID,moderate
nothing save depending medication sleep crazy one day woke yesterday take,@Thulisilenkos13,Apr 4,,,34,ID,moderate
sleep took melatonin first time like years took ambien drank nyquil legs wanna run fucking marathon brain playing song repeat know fucking words skin hurts tortured,@ALetsGoooo,Mar 31,,,41,ID,low
tired fucking annoyed psychiatrist help sleep problems fun friends cause already tired pm wake still tired matter long slept wanna hang fucking friends fell,@imariig0,Apr 4,1,,86,ID,high
gummies put asleep sleeping pills nothing reading day ghb cure insomnia banned everywhere know find,@LurkerLilliput,4h,,,7,ID,moderate
dealing top everything else tired exhausted hospital recently feels like everything around falling apart want everything stop dont energy anymore,@LenoxKupo,Mar 13,46,119,106K,PK,high
sick hearing voices meds taking working slept almost days tomorrow like exhausted want sleep god dammit,@Y0ungWildN_Free,Apr 3,,,18,PK,high
sleeping pill daze pretty sure new friends suddenly hate coz usual much enough people sick kind life bpd actual worst,@x_kikiiii,Mar 31,1,,292,PK,high
starting struggle severe insomnia th night without wink sleep literally losing mind feel delirious disoriented lol mom getting insomniac,@ZeSudan,"Mar 24, 2024",10,115,11K,PK,high
slept around hours everyday since tuesday sick exercise study bc tired feel like failure ive depressed wtf going,@vodka_kcal,Apr 4,,,65,PK,high
fucking tired physically brain refuses go sleep need stupid sleeping meds friend spare risperidone procrastinating coming pick meds tired,@PinkOreoKcals,14h,,,24,PK,high
